input_csv,image_path,idx_in_cluster,description,objects,objects_not_found
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1402/cluster_items_objects_np.csv,Images/London/London_0001335_2017_09_197_51.49236973101174_-0.1531144945695961_hX4Rts8v-OaCwvHifUQJ0g.jpg,0,"Left side terraced houses with brick facades and some white painted sections, street with parked cars, distant church with a dark pointed spire and cross, long row of terraced houses on the right with white painted ground floors, arched doorways, sash windows with grilles, light brown brick upper floors, white-framed sash windows with wrought-iron balconies/window boxes, black ornate lamppost, black wrought-iron fences in front of houses.",house. facade. street. car. church. spire. row. doorway. window. grille. box. fence. front,church. row. box. front
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1402/cluster_items_objects_np.csv,Images/London/London_0001335_2017_03_198_51.49237896838993_-0.153097856915126_VLpRDfuFbgeyUGB9LjW24g.jpg,1,"Row of multi-story terraced houses, paved road with dashed white parking lines, black wrought iron fences, white painted ground floors with arched entrances, black lamp post, brick upper floors with sash windows, wrought iron balconies, church steeple with a clock face.",road. fence. floor. window. balcony. steeple. face,floor
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1402/cluster_items_objects_np.csv,Images/London/London_0001335_2015_05_189_51.49237677030108_-0.1530979152887513_c-wzoNOMTyt-G0gHngSqIw.jpg,2,"Left side: Terraced brick and white painted houses with multiple windows, some with small decorative iron railings, and scaffolding; street: asphalt road with dashed white parking lines; center-background: dark church spire with a clock; right side: row of terraced brick and white painted houses with sash windows, small black iron balconies, black iron railings, arched doorways, and a black traditional street lamp post with a white sign.",house. road. spire. row. doorway. post. sign,house. row
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1402/cluster_items_objects_np.csv,Images/London/London_0001335_2018_10_193_51.49239216919391_-0.1530778315785952_B_2KMCidh667Okme29X6mQ.jpg,3,"Multi-story terraced houses with mixed brick and light-colored facades and windows with ironwork on the far left, a paved sidewalk with black iron railings, a narrow asphalt road with white dashed lines marking parking areas, a paved sidewalk with black iron railings, an ornate black street lamp post with a curved arm, and multi-story terraced houses featuring predominantly white ground floor facades with arched features, brick upper stories, and windows with ironwork on the right, all set on an urban street with similar buildings receding into the distance.",house. facade. window. sidewalk. railing. road. post. arm. feature. street. building,house. arm. feature
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1402/cluster_items_objects_np.csv,Images/London/London_0001335_2014_05_168_51.4923456461564_-0.1531105426720512_y13Na_83xi7IBnW0Lqrdpg.jpg,5,"Brick and white two-story terraced building with a dark brown awning over a white utility box on the far left, followed by a long row of terraced houses characterized by light brown brick upper facades and white painted lower facades, consistent rectangular windows often with dark decorative balcony railings or window boxes, and black metal railings separating them from the sidewalk, an asphalt street with white dashed parking lines, another long row of similar terraced houses on the right with light brown brick upper facades, white painted lower facades, and black metal railings, and in the background, a distinctive brick or stone church-like building with a dark, pointed spire and a clock face.",building. facade. window. railing. sidewalk. street. right. spire. face,right
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1402/cluster_items_objects_np.csv,Images/London/London_0001335_2019_03_200_51.49237798705717_-0.1531054896876557_ug0P3QBLuIvUNpjKNairFA.jpg,6,"Terraced houses with brick and rendered facades on the left, narrow asphalt street with parking markings, traditional black street lamp, terraced houses on the right with black ornate iron railings, white horizontally grooved rendered ground floors, arched doorways including a light blue door, tall sash windows with decorative black iron window guards, light brown brick upper floors, dark church spire with a clock face in the background, sky.",house. facade. street. lamp. railing. floor. doorway. door. guard. spire. face. sky,house. floor. guard
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1402/cluster_items_objects_np.csv,Images/London/London_0001335_2020_11_189_51.49237595130198_-0.1531050331800683_QRAGSGjPxzE4ntaKBjIzig.jpg,7,"Row of terraced houses with light-colored brick upper floors and white lower facades with dark iron railings on the left, paved street, distant church with a dark pointed spire and clock face, black traditional street lamp, row of terraced houses with light-colored brick upper floors and white lower facades with dark iron railings and arched doorways on the right.",row. facade. street. church. spire. face. doorway,row. church
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1402/cluster_items_objects_np.csv,Images/London/London_0001335_2008_07_195_51.49238849874213_-0.153083249225628_lHBAMLWh7IFVKBeICmiPIQ.jpg,8,"Terraced houses on the left (some brick, some painted, one with blue scaffolding), a narrow paved street with white dashed parking lines, a traditional black lamppost, terraced houses on the right (white/cream lower facades, exposed brick upper sections, arched ground floor features, decorative black iron balconies, black iron railings, dark green door), and a tall dark church spire in the background.",house. brick. street. lamppost. facade. section. door. spire,house. section
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1402/cluster_items_objects_np.csv,Images/London/London_0001335_2012_08_196_51.49237128469137_-0.1531041928277015_a6zXxX0MvJlv5snft8no0w.jpg,9,"Row of multi-story terraced houses with light-colored facades on the left, asphalt street with double dashed white parking lines, dark church spire with a cross in the distance, black lamppost with attached signs on the right, row of multi-story terraced houses on the right with a white lower section featuring arched openings and a light brown brick upper section with sash windows and black iron balustrades, black iron railings in front of the houses on the right.",house. street. spire. cross. lamppost. sign. window. iron. railing. front,house. iron. front
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1402/cluster_items_objects_np.csv,Images/London/London_0001335_2016_05_203_51.49239595771472_-0.1530768632926209_0yMYn0ON3YskN4hBaO_Fog.jpg,10,"Urban street lined with terraced residential buildings, dark church building with a tall, pointed spire in the mid-background, row of multi-story terraced residential buildings on the right, featuring white/cream banded ground floor facades with arched doorways and rectangular windows, light brown brick upper floors with white-framed sash windows and decorative black wrought iron window box railings, and black wrought iron fences in front of the lower levels.",building. facade. doorway. window. railing. fence. front,front
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1404/cluster_items_objects_np.csv,Images/London/London_0001425_2016_10_214_51.49237399261337_-0.089969028173768_eIccC6rKOTFTOf_be72rbw.jpg,0,"Terraced residential buildings on the left, a street lined with parked cars, a small green tree, a blue circular sign with a white arrow, a large multi-story brown brick residential building with white-framed windows and a roof-mounted TV aerial, a dark wooden plank fence along the building's base, an intersection with yellow double curb lines and white dashed lines, ""SALISBURY CLOSE"" painted on the road, a street lamp post, a blue ""P"" parking sign, and a similar multi-story brown brick residential building on the far right.",street. car. tree. sign. arrow. window. road,arrow
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1404/cluster_items_objects_np.csv,Images/London/London_0001425_2016_05_220_51.49237953868297_-0.0899331990609383_eBJSRUzyNhytwxHqFHJKjw.jpg,2,"Residential street with a tree-lined pavement on the left, a blue square road sign with a white upward arrow, a continuous row of two to three-story brown brick apartment buildings featuring white-framed windows, with individual wooden fences along the property fronts, a television aerial mounted on the roof of the leftmost building block, an asphalt intersection with 'SALISBURY CLOSE' painted on its surface, marked by double yellow lines and dashed white lines, a street light with a large rectangular head, a blue 'P' parking sign, and further multi-story buildings in the background.",pavement. building. window. fence. roof. block. intersection. surface. light. head,block. surface
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1404/cluster_items_objects_np.csv,Images/London/London_0001425_2019_03_213_51.49234902985957_-0.0900589517306341_ilSVEPLw3UgYGzM9nPm6fQ.jpg,3,"Row of light-colored terraced houses, asphalt street with parked vehicles and blue/black refuse bins, street light, paved pedestrian crossing area, black drain cover, black conical bollard, street corner with double yellow lines, small raised pavement island with a young deciduous tree, black U-shaped bicycle rack, black lamp post, wooden slatted fences, multi-story brick apartment buildings with white-framed windows and white siding, greenery, another black lamp post.",row. house. street. vehicle. bin. light. bollard. corner. island. tree. rack. post. fence. building. window. siding. greenery,row. corner. island. rack
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1406/cluster_items_objects_np.csv,Images/London/London_0001425_2008_08_030_51.49235394278374_-0.0900146241806334_pcy6LFUHu_L93SJkX7S9zA.jpg,1,"Row of light-colored terraced houses with dark roofs, asphalt road with double yellow lines and white dashed lines, green trees, multiple light-brown brick apartment blocks with dark roofs, white-framed windows, and wooden slatted fences, a TV antenna on one apartment block roof, satellite dish on another, streetlights, a brown brick building with a dark upper section, white-framed windows, small wooden fence enclosing green shrubbery, and a red door.",house. roof. tree. block. window. fence. building. streetlight. shrubbery. door,block
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1406/cluster_items_objects_np.csv,Images/London/London_0001425_2020_08_031_51.4923671469438_-0.0900018739101992_gjnFq7JHNj8_igzgux5dxg.jpg,4,"A long row of light-colored brick terraced houses with white windows and a black street lamp post on the sidewalk, a grey asphalt road with yellow double lines on the curb, a manhole cover, faded white road markings, and light grey textured pedestrian crossing markings, green tree foliage, a dark green wooden fence, a dark brick apartment building with white-framed windows and a television antenna on the roof, a brown wooden fence, a grey tiled sidewalk with yellow tactile paving, and a black circular bollard on the corner pavement.",row. house. window. post. sidewalk. curb. paving. bollard. pavement,row
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1406/cluster_items_objects_np.csv,Images/London/London_0001425_2015_04_034_51.49238697145386_-0.0899550424120499_iikzL7evoOmlIGLKxMPI8w.jpg,5,"Row of terraced houses, asphalt street with parked cars, sidewalk with trees, street intersection with white dashed lines and solid white lines, blue square traffic sign with a white arrow, multi-story brown brick apartment building with numerous windows, wooden fence along the building, white text ""SALISBURY CLOSE"" painted on the road, pavement with grey slabs and tactile paving, black bollard on the pavement.",house. street. car. tree. building. fence. pavement. slab. bollard,slab
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1406/cluster_items_objects_np.csv,Images/London/London_0001425_2014_06_040_51.4923773360681_-0.0900005558091379_U7PmS75AvVe8VLyPP5UCOA.jpg,6,"Left-curving asphalt road with dashed white line markings, street lined with mature green trees, multi-story brick apartment building with dark gabled roof and rooftop antenna, small tree, wooden plank fence, grey paved sidewalk, black round bollard at corner, utility pole, blue ""P"" parking sign on a pole, further multi-story brick apartment building in background, multi-story brick apartment building with dark roof and white-framed windows on the right, green shrubs, wooden fence with vertical planks, light grey slab-paved sidewalk in foreground.",road. sidewalk. fence. shrub. plank,plank
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1408/cluster_items_objects_np.csv,Images/London/London_0001358_2016_10_323_51.49237871015907_-0.1371563794657936_SAm1oJLDV3VT-KMK9pk18g.jpg,0,"Green overhead canopy, metal fence, grey paved sidewalk with curbed edge, double red lines painted on the street edge, red brick building with classical-style recessed entrance, black lamppost, red and white circular 'No Entry' sign on a pole, white parallel striped pedestrian crossing markings on the road surface, continuous row of multi-story red brick buildings with white window frames and sills.",sidewalk. building. entrance. lamppost. sign. pole. surface. row. sill,row
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1408/cluster_items_objects_np.csv,Images/London/London_0001358_2014_05_326_51.49237197244436_-0.1371345980420434_E2Kd0OBlJp2xtT6BLFjC3w.jpg,1,"Green and white striped canopy structure, multi-story brick building with white framed windows and a visible chimney behind the canopy, grey paving slab pavement with black bollards, red circular ""No Entry"" road sign on a black pole, tall narrow light brown brick building with sash windows, white decorative elements around the ground floor entrance, and steps leading up, a small white street sign plaque on the light brown brick building, red painted curb markings at a street corner, white dashed road markings for a junction, a row of multi-story red brick buildings with white window frames, white decorative balconies/bays, and steep, intricate rooflines, multi-lane asphalt road with white lane markings, and in the far distance, a tall building/skyscraper visible on the horizon.",building. pavement. bollard. pole. entrance. step. plaque. marking. corner. junction. row. frame. bay. roofline. road. skyscraper. horizon,plaque. corner. junction. row. frame. bay. horizon
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1408/cluster_items_objects_np.csv,Images/London/London_0001358_2017_07_329_51.49238953118954_-0.137173233480172_waI_Y4uLJ6lIaanpDxoXCQ.jpg,2,"Green and white striped gas station canopy, dark red brick building behind the gas station, metal fence, paved sidewalk with double red curb lines, lamppost, tall light brown brick building with white window frames, red circular 'No Entry' sign, asphalt road with white lane markings, pedestrian crossing, row of multi-story dark red brick buildings with gables and bay windows, distant buildings and trees.",building. fence. sidewalk. road. marking. crossing. row. gable. window. tree,crossing. row. gable
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1408/cluster_items_objects_np.csv,Images/London/London_0001358_2016_08_340_51.49236681731854_-0.1371247867072322_j-4IZCsA3jT0V4JQG8ATOg.jpg,3,"Black street sign pole with a circular red ""no entry"" sign, brick building facade with white window frames, ""GORE STREET"" street name sign, steps leading to building entrance, ""ZONE ENDS"" sign with a red circular 'C' symbol, road with white dashed lines and solid white lines, brick buildings and trees lining the right side of the street, distant tall building.",building. tree. road. side. street,side
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1408/cluster_items_objects_np.csv,Images/London/London_0001358_2017_04_347_51.49239301557398_-0.1371794288234089_Py6FFs6CUh4Wu3LuwZuTLA.jpg,4,"Green canopy structure with vertical metal slats, dark brown brick corner building with white window frames and entrance steps, street light pole, red and white ""No Entry"" traffic sign, paved sidewalk, double red lines painted on the curb, multi-lane asphalt road with white dashed and solid line markings including ""BUS LANE"" text, reddish-brown brick buildings with white window details lining the left side of the street, large deciduous trees with visible branches, green bus stop shelter and benches on the right side of the road, distant tall building.",building. step. pole. sidewalk. road. marking. text. detail. side. street. tree. branch. bus. shelter. bench,step. text. detail. side. branch. shelter. bench
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1408/cluster_items_objects_np.csv,Images/London/London_0001358_2015_10_329_51.49237633136676_-0.1371590185792925_UUw_U_h7HXeKsfSwN57g2A.jpg,6,"Green and white striped awning attached to a reddish-brown brick building on the far left, grey paved sidewalk, yellowish-brown brick building with multiple windows and a street sign on its wall forming a street corner with steps leading to an entrance, red and white no entry sign on a black pole on the corner sidewalk, white zebra crossing markings on the pavement at the corner, multi-story reddish-brown brick building with numerous windows and balconies extending along the right side of the street, asphalt road with white dashed lane markings, trees lining the right side of the street further down, tall modern building in the distant background.",building. wall. step. sign. pole. sidewalk. marking. pavement. tree,step
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1409/cluster_items_objects_np.csv,Images/London/London_0001307_2017_12_349_51.49237489192208_-0.1726675273488706_btQD0-n7CcWTEqN2taO0dw.jpg,0,"Row of terraced houses with white ground floor facades, prominent white columns, black balcony railings, black front garden railings, and steps leading to entrance doors, asphalt road with white parking bay markings, black metal fence, green space with trees and bushes, distant church spire above trees.",row. facade. step. door. road. marking. fence. tree. bush. spire,row
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1409/cluster_items_objects_np.csv,Images/London/London_0001307_2008_06_347_51.49238223783004_-0.1726333982268866_RU17hIEtz8kerN7dLYUwmA.jpg,1,"White paneled facade with a window box containing green plants, black wrought iron basement railings, a white architectural entrance with fluted pillars supporting a canopy, a wooden door with the number '8', leading to a series of similar terraced houses with white ground floors and grey brick upper stories featuring black wrought iron balconies with intricate scrollwork, grey flagstone pavement with utility covers, an asphalt road with a partial white dashed line and white parking bays marked on the right, a raised embankment on the right side of the road covered in dense green and reddish-purple foliage with tall trees rising above it, under an overcast sky.",facade. box. railing. pillar. canopy. door. number. series. house. floor. story. balcony. scrollwork. cover. bay. right. side. road. foliage. tree. sky,box. canopy. series. floor. story. scrollwork. cover. bay. right. side
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1409/cluster_items_objects_np.csv,Images/London/London_0001307_2020_11_003_51.49237773902696_-0.1726576672244793_VwzpY4YQAQ_tcaQb0REMuQ.jpg,2,"Black metal railings and basement entrances, long row of multi-story terraced houses with white porticos, black wrought-iron balconies, light brown/grey brick facades and white window frames, traditional black street lamp, asphalt road, black metal fence, dense green foliage with various trees (some bare, some evergreen), distant building spire.",railing. entrance. house. portico. balcony. facade. fence. lamp. road. foliage. tree. spire,entrance. portico. spire
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1409/cluster_items_objects_np.csv,Images/London/London_0001307_2016_08_356_51.49237977562149_-0.1726565048411172_dtsmrNrTLR1TAto7s0qgAA.jpg,5,"Black wrought iron fence, repeating pattern of white classical style ground floors with columns and porticos, dark brick upper floors with black wrought iron balconies of terraced houses, traditional black street lamp, asphalt road with white dashed parking bay markings, black wrought iron fence, dense green trees and shrubs.",fence. road. tree. shrub,shrub
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1409/cluster_items_objects_np.csv,Images/London/London_0001307_2014_06_350_51.49237338568319_-0.1726656498970487_Mp9fzkMXnzi8quAlGUe7_Q.jpg,6,"Light grey pavement, white neoclassical-style terraced houses with white columns, black wrought-iron balcony railings, black wrought-iron basement entrance railings, tall black street lamp post with a blue sign, grey asphalt road, black fence, dense red and green foliage from trees.",pavement. house. column. railing. post. sign. road. fence. tree,house
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1409/cluster_items_objects_np.csv,Images/London/London_0001307_2019_06_004_51.49239850303719_-0.1726061256069114_kuIphwh7L9Iz0s9DjoPJ7g.jpg,7,"Black metal fence, white multi-story terraced houses with columns and black iron railings, blue scaffolding covering upper floors of multiple terraced houses, asphalt road with painted white markings, black metal fence, dense green trees and foliage covering a steep slope.",house. road. tree. slope,house. slope
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1409/cluster_items_objects_np.csv,Images/London/London_0001307_2015_05_003_51.49238555516927_-0.172640744650769_Gmn-zYqxtuPdKHkYSWUnUw.jpg,8,"Black wrought iron fence, row of multi-story classical-style terraced houses with dark facades and white porticos and balconies, black traditional street lamp, asphalt road with white markings, black wrought iron fence, dense row of mature trees with mixed green and reddish foliage, green rectangular street sign.",house. facade. portico. balcony. tree. foliage,house. portico
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1409/cluster_items_objects_np.csv,Images/London/London_0001307_2012_09_359_51.49236719619488_-0.1726840838842871_w-PiJ-ptZpyshOT5c8-irg.jpg,9,"Row of terraced houses with white ground floor facades, classical columns, dark brick upper floors, black iron railings on balconies, and white sash windows; black street light pole; asphalt street with white road markings; black metal fence; dense row of tall trees and bushes with varied foliage.",house. facade. column. railing. window. pole. marking. fence. tree. bush. foliage,house. bush
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_141/cluster_items_objects_np.csv,Images/London/London_0000270_2020_08_351_51.48641238694125_-0.0919268156956368_Dim8KfLz6OZM0xzUe9tcSw.jpg,2,"Dense green foliage, black metal fence, low brick wall, brick building, scaffolding, paved walkway, U-shaped black metal barriers, red brick patterned crosswalk, grey asphalt road, black bollards, deciduous trees forming a canopy, brick residential buildings lining the street.",wall. tree. building. walkway. street,walkway
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_141/cluster_items_objects_np.csv,Images/London/London_0000270_2008_08_002_51.48641396136933_-0.0919326513495437__Cmts_WFsM5wdh9soBff9A.jpg,5,"Trees on left, brick wall, paved sidewalk with black bollards and yellow tactile paving, reddish-brown block paved pedestrian crossing area, asphalt road with white dashed central line, yellow tactile paving, black bollards, paved sidewalk, black lampposts, black metal fence, row of multi-story brick-faced houses with white window frames and bay windows, trees in front of houses, double yellow lines on road edge.",wall. sidewalk. bollard. paving. lamppost. fence. row. house. window. front. edge,row. front. edge
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_141/cluster_items_objects_np.csv,Images/London/London_0000270_2016_05_355_51.48641279573863_-0.0919444727311614_WSZEoVykmuKlchE45nRXDw.jpg,7,"Mature deciduous trees with light bark, green shrubbery behind a black metal fence, a low brick retaining wall, light-colored concrete sidewalk with a black bollard, multi-story terraced residential buildings with brick facades and white window frames, an asphalt road with a reddish-brown marked section and white road markings, more black bollards along the right sidewalk, further terraced residential buildings with brick facades and bay windows, and additional mature deciduous trees lining the right side of the street.",tree. fence. wall. sidewalk. bollard. building. facade. frame. road. section. marking. window. side. street,frame. section. side
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1410/cluster_items_objects_np.csv,Images/London/London_0001395_2020_08_115_51.49237637576773_-0.1111947490284229_HBaDQa6gzwV0XD5AjqF3qw.jpg,1,"Tall light-colored apartment building, multi-story grey building with green roof section, dark green mesh fence, overgrown grassy field, tall light-colored apartment building in background, low black metal fence with curved tops, black utility box with red graffiti, dark green lidded waste bin, black utility box, orange lidded utility box, black utility pole, grey concrete sidewalk, grey kerbstone, asphalt road with yellow double lines and white markings, partially cloudy sky.",building. fence. field. box. bin. marking,box
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1410/cluster_items_objects_np.csv,Images/London/London_0001395_2014_06_120_51.49237393553691_-0.1112408007663639_wePwp5Hue0CIh-iBN2s-fA.jpg,3,"Paved path, dark grey utility box, low green metal fence, lamppost, grassy area, deciduous trees, light-colored multi-story buildings, dark grey utility box.",path.box,path. box
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1413/cluster_items_objects_np.csv,Images/London/London_0001320_2017_04_158_51.49242874496923_-0.1636383467189021_cm3rSmwZcRMSp4BmlHvCew.jpg,5,"Multi-story reddish-brown brick building with white-framed windows and a dark hedge, deciduous tree with bare branches, paved road with ""SLOW"" marking and dashed white lines, large curved light-colored multi-story building in the background, red pillar postbox, second deciduous tree, black street light pole, white multi-story building with ground-floor commercial units, tall multi-story reddish-brown brick building with white horizontal bands and a dark green mansard roof.",building. road. tree. branch. postbox. pole. unit. roof,branch. postbox. unit
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1413/cluster_items_objects_np.csv,Images/London/London_0001320_2020_08_145_51.49240979991128_-0.1636601233750188_Yipgoif7tMexbg7WM1l02w.jpg,9,"Low green hedge, multi-story building with light brown brick facade and white-framed windows, mature trees, paved street with ""SLOW"" road marking, prominent white curved multi-story building with roof equipment, red post box, row of multi-story buildings lining the right side of the street.",building. facade. window. tree. street. marking. equipment. box. row. side,equipment. box. row. side
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1414/cluster_items_objects_np.csv,Images/London/London_0001363_2014_06_015_51.49241356608406_-0.1333983068954638_8JaumjkZRXOaFtxDCST8_Q.jpg,1,"Tan brick building with white ground floor and balconies, white-framed windows, street sign, white multi-story building, asphalt road with white dashed parking lines, reddish-brown brick building, dark building at end of street, reddish-brown brick building with dark archway, light beige facade building with white-framed windows, black drainpipe, dark plinth, prominent vertical reddish-brown brick corner, concrete curb, dropped curb, large grey roller shutter.",building. road. corner. curb,corner
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1414/cluster_items_objects_np.csv,Images/London/London_0001363_2012_09_018_51.49238260139882_-0.1334273117757761_Vw5oxEp6_S8vNZe4zJnd4A.jpg,2,"Uphill urban street, light-colored multi-story building on left with external stairs and white railing, asphalt road with double yellow lines, multi-story building on right with light beige lower facade and reddish upper facade, white framed windows, vertical black pipe, distant white multi-story building at end of street.",building. road. facade. window. pipe,pipe
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1415/cluster_items_objects_np.csv,Images/London/London_0001354_2019_03_173_51.49239510027085_-0.1401348784393919_E_oZ2EAQNLlhwr4XWnwBXQ.jpg,0,"Building with shopfront including 'Perfumery & Cosmetics' on left, traffic light pole, corner building with black ground floor featuring 'Oddbins' signage and a light-colored upper side wall with two 'X' marks, street intersection with road markings, row of light-colored terraced buildings extending to the right, street light pole with hanging basket, yellow line along right curb.",building. floor. wall. intersection. marking. pole. basket. curb,floor. basket
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1415/cluster_items_objects_np.csv,Images/London/London_0001354_2016_05_184_51.49242374378823_-0.1401648636049287_SfvevJp48CzrAuZQINl3tw.jpg,1,"Light-colored multi-story building with two large 'X' marks on its upper facade, black shopfront with ""Oddbins"" sign, black traffic light structure, row of multi-story terraced buildings with mixed brick and light-painted facades and roof antennae, asphalt road with white intersection markings, tall dark utility pole, dark-facade corner building, blue ""Caffè NERO"" hanging sign, two small flags (one red, white, and blue, one red) mounted on the corner building, square light-colored street sign, shopfront with large display windows, grey paved sidewalk, row of multi-story buildings lining the right side of the street, green tree foliage in the mid-distance.",building. facade. shopfront. sign. structure. row. pole. flag. window. sidewalk. side. street. foliage. mid,structure. row. side. mid
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1415/cluster_items_objects_np.csv,Images/London/London_0001354_2020_08_174_51.49238352565817_-0.1401055793337551_kMvf4-jwvZePypb76q_Dwg.jpg,2,"Partially visible brick building on left, traffic light pole, dark shopfront with ""Good Oddbins"" sign, multi-story building with cream upper facade and brick base, red and white striped road barriers, white pedestrian crossing lines, yellow box junction road markings, long row of terraced brick buildings, flagpole with a green and white flag, and another traffic light pole on the right.",building. facade. base. barrier. flag. right,base. right
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1415/cluster_items_objects_np.csv,Images/London/London_0001354_2020_11_177_51.4924090650474_-0.1401365454956165_kvrNZoWS2_d3eYTtR4C07g.jpg,3,"Partially visible building with light-colored shopfront, multi-story corner building with light-colored upper floors and dark ground floor featuring ""Oddbins"" signage, traffic light pole, road intersection with white markings on asphalt, long row of terraced multi-story buildings, sidewalk.",building. intersection. marking. asphalt. row,row
/mnt/d/dan/git_projects/text2vpr/validation_embddings/outputs_manual_thr/London/cases/both_dense/cluster_1415/cluster_items_objects_np.csv,Images/London/London_0001354_2017_09_169_51.49240673367509_-0.1401595977763886_lvEmDX_M8c94feWUv1SgcQ.jpg,5,"Light-colored building with blue-trimmed shopfront, traffic light pole with green signal, dark asphalt road with white pedestrian crossing markings and junction lines, dark shopfront with ""Oddbins"" signage, tall plain light-colored building facade above the shop, row of multi-story brick terraced buildings with white window frames and consistent architecture, yellow line marking on the roadside.",building. road. marking. signage. facade. shop. row. frame. architecture. roadside,row. frame
